hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
ich kennen,59,12,5,15,10,9,8,0
danken mein,58,11,3,30,3,3,8,0
ich hab,58,32,2,19,4,0,1,0
kind jugendliche,56,12,1,35,4,3,1,0
berlin recht,55,54,1,0,0,0,0,0
gute besserung,54,17,2,14,16,1,4,0
nächst woche,54,27,2,12,7,4,2,0
impfen lassen,54,10,8,23,8,5,0,0
berlin brandenburg,53,17,2,25,4,2,3,0
und so,53,14,13,11,2,12,1,0
berlin ich,53,14,2,21,6,4,5,1
ich bleiben,52,16,5,15,11,5,0,0
haben ich,51,17,11,14,4,3,2,0
fragestunde agh,51,51,0,0,0,0,0,0
so weiter,50,13,11,11,2,12,1,0
recht ts,48,48,0,0,0,0,0,0
ich berlin,47,8,2,21,11,3,2,0
so genannt,47,6,22,14,2,1,2,0
lt lt,46,42,0,3,0,1,0,0
helene weigel,46,43,2,1,0,0,0,0
ich verstehen,46,14,3,20,2,4,2,1
ich einfach,46,15,9,15,3,2,2,0
aktuellestunde agh,46,46,0,0,0,0,0,0
afd wählen,46,1,45,0,0,0,0,0
alle gute,46,16,1,18,5,2,4,0
ich fragen,45,16,3,14,3,7,2,0
20 jahr,45,8,12,15,5,3,2,0
30 uhr,45,12,2,17,1,7,5,1
treptow köpenick,45,9,3,11,12,10,0,0
18 uhr,44,8,8,16,8,0,4,0
00 uhr,44,18,1,9,7,0,3,6
marzahn hellersdorf,43,18,6,10,2,0,7,0
weigel platz,43,43,0,0,0,0,0,0
kommt vorbei,43,21,0,20,2,0,0,0
wissen ich,43,11,11,8,3,3,6,1
berlin marzahn,42,0,41,0,1,0,0,0
30 jahr,42,15,6,16,3,2,0,0
haben foto,41,4,0,2,33,0,2,0
am 26,41,10,20,7,1,1,2,0
foto gepostet,41,4,0,2,33,0,2,0
corona krise,40,7,14,10,1,3,5,0
herzlich glückwunsch,40,11,1,25,0,2,1,0
finden ich,40,14,7,6,3,3,7,0
ich fordern,40,20,4,11,1,2,2,0
kein vergessen,40,0,0,39,0,1,0,0
danken sich,39,16,1,9,8,2,3,0
frage stellen,39,11,5,12,1,9,1,0
000 euro,39,16,15,4,3,1,0,0
ich gerne,39,1,5,17,2,3,10,1
und ich,39,8,2,22,3,0,4,0
ernst nehmen,38,13,5,14,2,3,1,0
neukölln neukoelln,38,0,0,38,0,0,0,0
ich erwarten,37,14,2,11,4,4,2,0
mein kind,37,8,24,3,0,2,0,0
thoma isenberg,37,0,0,0,37,0,0,0
berlin brauchen,37,7,3,19,2,2,4,0
10 uhr,37,31,0,3,1,0,2,0
r2 berlin,36,16,6,9,2,1,2,0
september afd,36,0,36,0,0,0,0,0
lassen ich,36,4,4,9,9,3,7,0
nächst jahr,35,12,2,14,4,2,1,0
sein ich,35,9,7,8,4,1,4,2
covid 19,35,13,2,5,11,0,4,0
sein spannen,35,13,1,18,0,2,1,0
ich sprechen,35,7,1,19,1,2,5,0
ich unterstützen,35,14,3,11,0,1,3,3
vor allem,34,21,0,12,0,1,0,0
priorität ts,34,34,0,0,0,0,0,0
cdu csu,34,7,8,15,2,1,1,0
10 jahr,34,9,2,13,3,4,3,0
milliarde euro,34,16,7,4,1,5,1,0
corona pandemie,34,7,5,16,2,0,4,0
sachsen anhalt,34,6,12,4,2,9,1,0
ich kämpfen,33,15,3,14,0,0,1,0
mein land,33,4,7,3,0,12,7,0
aktuelle stunde,33,10,1,19,1,1,1,0
so sehen,33,9,8,8,1,4,3,0
heute abend,33,10,2,17,1,3,0,0
sehen ich,33,12,3,7,2,4,5,0
cdu berlin,32,4,1,6,0,0,21,0
ich fehlen,31,7,6,8,0,6,4,0
was ich,31,11,3,9,4,2,2,0
priorität agh,31,31,0,0,0,0,0,0
franziska giffey,31,8,2,3,15,1,2,0
herzlich dank,31,1,16,12,1,0,1,0
bürger innen,31,14,0,17,0,0,0,0
berlin agh,31,23,4,0,3,0,1,0
ich mensch,30,12,1,5,3,5,4,0
isenberg mda,30,0,0,0,30,0,0,0
million euro,30,5,13,8,2,1,1,0
ich sichern,30,12,7,6,0,2,3,0
auf fall,30,16,3,5,2,4,0,0
ich bitte,30,14,5,5,2,1,3,0
fuchs cast,30,30,0,0,0,0,0,0
ja ich,29,9,2,13,1,2,2,0
verantwortung übernehmen,29,7,0,7,1,5,9,0
aktuelleviertelstunde agh,29,29,0,0,0,0,0,0
afd infostand,29,0,29,0,0,0,0,0
gut gespräch,29,3,21,4,0,1,0,0
olaf scholz,29,3,2,8,13,0,3,0
19 uhr,29,9,2,10,5,1,2,0
diese eg,29,1,6,3,14,0,5,0
ich geben,29,14,3,5,1,4,2,0
ich sage,29,5,1,8,11,3,1,0
15 uhr,29,18,1,7,1,0,2,0
aber ich,28,14,0,11,1,2,0,0
ich reden,28,9,6,7,2,4,0,0
berlin linke,28,27,0,0,0,0,0,1
schwarz grün,28,8,1,3,7,9,0,0
nein ich,28,11,6,7,2,1,1,0
berliner senat,27,2,15,6,1,2,1,0
geben ich,27,8,4,9,0,2,4,0
berlinerinnen berliner,27,4,0,9,5,1,8,0
berliner abgeordnetenhaus,27,6,8,9,1,0,2,1
ich arbeiten,27,11,4,10,2,0,0,0
ich freu,27,11,0,15,1,0,0,0
ich frage,27,7,1,10,1,6,1,1
bleiben ich,27,10,2,11,1,0,3,0
gute nachricht,27,8,0,13,5,0,1,0
bezahlbar wohnraum,27,14,1,6,4,1,1,0
ich halte,27,5,6,8,6,2,0,0
seit jahr,26,9,7,8,0,1,1,0
zum glücken,26,7,2,9,5,1,2,0
000 wohnung,26,12,1,12,0,1,0,0
ich klaren,26,10,1,5,3,1,6,0
bund land,26,8,4,10,1,2,1,0
und mein,26,10,1,12,0,2,1,0
ich hören,26,10,2,7,4,2,1,0
da ich,26,9,4,5,4,2,1,1
herzlich willkommen,26,5,1,11,1,3,5,0
berlin priorität,26,26,0,0,0,0,0,0
ich recht,26,6,4,5,8,3,0,0
glückwunsch lieb,26,9,0,11,2,2,2,0
frau giffey,25,15,1,6,0,0,3,0
berliner verwaltung,25,4,1,12,2,4,2,0
mal mein,25,11,4,5,1,4,0,0
16 jahr,25,5,7,6,1,2,4,0
ich schaffen,25,8,6,8,1,2,0,0
26 09,25,3,2,10,8,2,0,0
spd grün,25,13,8,1,1,1,1,0
ich sich,25,6,4,7,1,1,5,1
notbremse ziehen,25,0,0,0,24,1,0,0
20 000,25,8,5,9,1,0,2,0
ich spannen,25,6,3,9,4,2,1,0
ich setzen,25,8,2,8,2,4,1,0
de facto,25,0,1,6,18,0,0,0
berliner wirtschaft,25,2,0,19,0,3,1,0
berliner spd,25,6,0,13,2,1,3,0
in tat,24,1,1,16,3,2,1,0
spd cdu,24,11,5,6,0,1,1,0
volle solidarität,24,4,0,11,4,2,3,0
letzt woche,24,8,4,7,3,1,1,0
ich erinnern,24,6,2,8,2,5,1,0
ich diskutieren,24,9,0,10,1,3,1,0
brauchen dringen,24,7,7,7,0,1,2,0
zeit senat,24,1,0,0,22,1,0,0
malen sehen,24,3,10,2,6,2,1,0
danken ich,24,8,1,6,2,5,2,0
frage ich,24,9,1,8,1,1,3,1
ich sagen,24,8,3,6,2,0,5,0
100 000,24,5,5,8,2,1,3,0
16 uhr,24,15,1,6,0,0,2,0
hass hetze,24,1,10,10,1,1,1,0
mitarbeiter innen,24,8,0,15,1,0,0,0
anwohner innen,24,11,0,11,2,0,0,0
was genau,23,13,2,6,1,0,1,0
danken hinweis,23,7,0,9,1,2,4,0
was eigentlich,23,7,8,3,0,2,3,0
vieles mehr,23,7,0,8,1,1,6,0
kandidat innen,23,7,0,15,0,1,0,0
nun brauchen,23,0,0,0,23,0,0,0
bündnis 90,23,2,1,5,15,0,0,0
ausgangssperre wenn,23,0,0,0,23,0,0,0
spd grüne,23,8,6,3,1,2,3,0
wenn ministerpräsidenten,23,0,0,0,23,0,0,0
vollbremsung ausgangssperre,23,0,0,0,23,0,0,0
verfügung stellen,23,6,3,9,4,0,1,0
brauchen vollbremsung,23,0,0,0,23,0,0,0
meine reden,23,5,5,13,0,0,0,0
linke grün,23,1,9,1,3,4,5,0
und mal,23,10,2,5,5,1,0,0
und vieles,23,7,0,8,1,1,6,0
senat notbremse,23,0,0,0,23,0,0,0
bund einschreiten,23,0,0,0,23,0,0,0
ard zdf,23,0,18,1,3,1,0,0
erledigen bund,22,0,0,0,22,0,0,0
lesen ich,22,9,5,6,1,0,1,0
einschreiten thoma,22,0,0,0,22,0,0,0
berlin r2,22,13,2,4,1,0,2,0
ziehen vorgestern,22,0,0,0,22,0,0,0
klar wort,22,7,3,6,2,3,1,0
weg bringen,22,7,1,8,3,1,2,0
wie ich,22,7,4,8,0,1,2,0
17 uhr,22,9,0,9,2,1,1,0
rollen spielen,22,4,2,9,4,1,2,0
öffentlich dienst,22,6,4,3,1,5,3,0
cdu spd,22,3,7,9,1,1,1,0
ich zeigen,22,7,6,2,4,1,2,0
linke agh21,22,22,0,0,0,0,0,0
ministerpräsidenten erledigen,22,0,0,0,22,0,0,0
vorgestern nun,22,0,0,0,22,0,0,0
plenum fragestunde,22,22,0,0,0,0,0,0
uhr tagen,22,22,0,0,0,0,0,0
wähler innen,22,9,0,11,2,0,0,0
mein frage,22,4,1,13,0,2,2,0
abgeordnetenhaus berlin,22,1,6,3,8,2,1,1
wichtig schreiten,22,2,0,17,3,0,0,0
im gegenteil,22,8,2,4,1,6,1,0
bürgern informieren,21,0,21,0,0,0,0,0
corona covid19,21,0,17,3,1,0,0,0
linkelpt berlinfueralle,21,21,0,0,0,0,0,0
ich gemeinsam,21,5,1,8,3,0,4,0
90 die,21,1,0,4,16,0,0,0
am enden,21,2,2,2,7,5,3,0
kommen ich,21,6,3,6,2,0,4,0
marzahn mitte,21,20,0,1,0,0,0,0
sehr schön,21,6,1,2,8,3,1,0
mal ne,21,16,1,1,3,0,0,0
gerne mal,21,5,0,8,4,1,3,0
ich nehmen,21,14,0,5,2,0,0,0
berlin aktuellestunde,21,21,0,0,0,0,0,0
tempelhofer feld,21,9,0,5,1,0,6,0
erzieher innen,21,11,0,9,1,0,0,0
stellen frage,21,6,3,5,3,1,3,0
afd agh,21,1,2,0,0,0,0,18
spd linke,21,3,8,1,1,2,6,0
heute tagen,21,6,1,5,3,4,2,0
ich genau,21,5,2,7,1,3,3,0
stehen ich,21,5,5,5,0,4,2,0
organisiert kriminalität,21,1,1,2,17,0,0,0
10 000,21,7,10,2,1,1,0,0
die grüne,20,1,0,3,16,0,0,0
ich gehen,20,2,1,7,5,3,2,0
finden mein,20,12,0,6,0,0,2,0
dank gut,20,0,18,1,0,1,0,0
na klaren,20,11,2,0,1,0,6,0
wichtig thema,20,2,3,7,3,3,2,0
berlin stehen,20,9,1,5,1,1,3,0
annalena baerbock,20,0,14,4,1,1,0,0
dafür brauchen,20,7,0,8,0,3,2,0
freund innen,20,4,0,11,4,1,0,0
sagen ich,20,10,3,5,1,0,1,0
wollen ich,20,5,4,5,3,0,3,0
heute afd,20,0,20,0,0,0,0,0
dank helfer,20,0,19,1,0,0,0,0
schnelltests selbsttests,20,1,0,18,0,0,1,0
jed tagen,20,7,5,7,0,1,0,0
nehmen ich,20,6,1,4,4,0,4,1
fragestunde ts,20,20,0,0,0,0,0,0
ein wichtig,20,5,0,9,4,1,1,0
pro woche,20,7,1,6,2,4,0,0
gute frage,20,14,0,6,0,0,0,0
russlands schleudertruppe,19,0,0,0,19,0,0,0
professor dr,19,12,0,6,0,0,1,0
corona berlin,19,12,0,3,2,0,2,0
plenum aktuellestunde,19,19,0,0,0,0,0,0
ich gelten,19,6,1,5,4,1,2,0
berlin mitte,19,4,2,11,0,2,0,0
agh21 btw21,19,11,0,3,0,0,5,0
friedrichshain kreuzberg,19,1,2,7,1,7,1,0
senator innen,19,7,0,11,0,1,0,0
ex sed,19,0,19,0,0,0,0,0
impfen ich,19,7,0,4,6,1,1,0
rote rathaus,19,4,1,12,0,1,1,0
letzt malen,19,6,2,3,1,4,3,0
friede freiheit,19,1,15,2,0,1,0,0
ich wichtig,19,5,0,12,1,1,0,0
öffentlich rechtlichen,19,3,8,1,0,7,0,0
wie sehen,19,5,4,5,2,2,1,0
politiker innen,19,6,0,12,1,0,0,0
was sagen,19,8,3,5,0,0,3,0
ich empfehlen,19,4,3,8,1,3,0,0
verstehen ich,19,6,0,5,2,4,2,0
feinden demokratie,19,0,7,0,11,1,0,0
tempo 30,19,3,2,8,1,2,3,0
ich drücken,18,5,1,6,3,1,2,0
letzt monat,18,4,0,9,1,1,3,0
können ich,18,7,2,7,0,0,2,0
60 jahr,18,0,5,10,0,1,0,2
jahr 2021,18,4,2,8,2,2,0,0
die linke,18,17,1,0,0,0,0,0
innen ich,18,7,0,10,1,0,0,0
lese ich,18,3,9,2,4,0,0,0
frage wie,18,4,4,6,2,1,1,0
ich scheinen,18,4,6,3,1,4,0,0
ich bereiten,18,6,1,7,2,1,1,0
gemeinsam wahlkampf,18,4,0,10,0,3,1,0
15 jahr,18,8,1,4,1,3,1,0
sprechen ich,18,4,4,4,5,0,1,0
schreiben ich,18,7,1,7,2,0,1,0
kind versuchskaninchen,18,0,18,0,0,0,0,0
genau ich,18,6,2,8,1,1,0,0
freiheit demokratie,18,0,12,6,0,0,0,0
home office,18,15,0,2,0,0,1,0
in nächst,18,8,1,5,4,0,0,0
auch berlin,18,4,3,7,4,0,0,0
rot schwarz,18,1,0,15,0,1,1,0
corona agh,18,17,0,1,0,0,0,0
frage freund,18,0,13,0,5,0,0,0
da stehen,18,6,0,5,4,1,1,1
ich eigentlich,18,7,2,4,0,5,0,0
50 prozent,18,9,1,8,0,0,0,0
300 000,18,2,14,1,0,1,0,0
ich problem,18,7,7,2,0,2,0,0
berliner polizei,18,4,5,6,1,0,2,0
schnellen genesung,17,2,1,1,9,3,1,0
ich falsch,17,3,1,4,2,1,6,0
regierende bürgermeisterin,17,0,1,7,8,0,1,0
schule kita,17,2,0,10,3,1,1,0
aktuell stunde,17,5,1,8,2,1,0,0
ich schreiben,17,6,1,6,1,3,0,0
freuen ich,17,5,1,4,1,2,4,0
ich lieb,17,3,2,8,1,2,1,0
ich liegen,17,7,3,2,1,1,3,0
mein teilen,17,2,0,1,14,0,0,0
tun leid,17,7,1,6,0,1,2,0
grün wählen,17,2,5,7,2,0,1,0
polizei berlin,17,4,3,8,2,0,0,0
ich meinen,17,11,0,4,0,1,1,0
michael grunst,17,16,0,1,0,0,0,0
aktuell stand,17,10,0,4,1,2,0,0
tempelhof schöneberg,17,7,1,4,4,1,0,0
und sehen,17,2,2,8,3,2,0,0
mal rein,17,5,0,8,1,2,1,0
landesliste abgeordnetenhaus,17,17,0,0,0,0,0,0
15 km,17,1,6,8,0,2,0,0
und berliner,17,0,1,1,15,0,0,0
fragen ich,17,7,0,7,1,0,2,0
innen mein,17,10,0,7,0,0,0,0
morgen berlin,17,1,2,3,4,7,0,0
pro jahr,17,7,0,6,1,0,3,0
hören ich,17,6,2,6,2,1,0,0
ich machen,17,4,1,8,2,2,0,0
pop up,17,4,1,8,1,0,3,0
stefaniefuchs köpenick,17,17,0,0,0,0,0,0
sein mal,17,4,1,3,4,4,1,0
sozial gerecht,17,10,0,7,0,0,0,0
linke berlin,17,14,3,0,0,0,0,0
testen lassen,17,5,3,8,1,0,0,0
harte vollbremsung,16,0,0,0,16,0,0,0
recht gesetz,16,1,2,0,5,7,1,0
voll solidarität,16,3,0,6,6,1,0,0
12 uhr,16,14,1,1,0,0,0,0
enden april,16,13,0,3,0,0,0,0
was mein,16,5,2,6,0,0,3,0
bundesweit mietendeckel,16,15,0,0,1,0,0,0
haben mein,16,5,4,2,0,2,3,0
und brauchen,16,6,1,7,0,2,0,0
eurobundmeda agh,16,0,0,0,0,16,0,0
jed jahr,16,6,0,1,1,5,3,0
ich froh,16,5,0,5,3,0,3,0
ich halt,16,6,2,3,3,2,0,0
viel spaßen,16,5,4,5,1,0,1,0
allesistdrin klargehtdas,16,0,0,16,0,0,0,0
ich senat,16,7,0,4,2,1,2,0
40 jahr,16,1,0,12,1,2,0,0
wahlkreis berlin,16,2,12,1,0,1,0,0
und berlin,16,5,1,7,3,0,0,0
nötigen und,16,1,0,1,14,0,0,0
zuhause bleiben,16,11,4,1,0,0,0,0
2015 wiederholen,16,1,15,0,0,0,0,0
prenzlauer berg,16,2,1,9,0,2,2,0
ich leute,16,4,1,6,2,2,1,0
happy birthday,16,6,0,4,5,0,1,0
schauen mal,16,9,1,3,3,0,0,0
berlin bekommen,16,7,1,4,3,1,0,0
wo bleiben,16,7,6,1,0,1,1,0
ich lassen,16,5,3,4,2,1,1,0
verfügung stehen,16,6,0,6,2,0,2,0
neukoelln neukölln,16,1,0,15,0,0,0,0
ich reichen,16,3,4,7,1,1,0,0
us amerikanischen,16,0,11,3,2,0,0,0
kandidatur unterstützen,16,16,0,0,0,0,0,0
nächst legislatur,16,3,0,8,4,1,0,0
reden ich,16,6,4,5,1,0,0,0
öffentlich raum,16,3,2,10,0,1,0,0
mein antrag,16,2,4,3,0,2,5,0
sporta agh,16,0,0,0,0,16,0,0
ja stimmen,16,9,1,3,2,1,0,0
jung mensch,16,2,0,4,4,2,4,0
agh21 abgeordnetenhauswahl,16,16,0,0,0,0,0,0
gesundheit berliner,16,0,0,0,15,1,0,0
frau pop,16,1,0,0,15,0,0,0
michael müller,16,3,1,2,8,1,0,1
maske tragen,16,4,3,8,0,1,0,0
ich nennen,16,7,5,4,0,0,0,0
ich gestern,16,8,1,3,1,0,3,0
klaren haltung,16,3,3,3,1,2,4,0
in deutschland,16,1,9,3,0,3,0,0
wichtig arbeit,16,9,0,6,1,0,0,0
mensch behinderung,16,9,0,6,0,1,0,0
na mal,16,9,0,4,0,0,3,0
14 uhr,16,10,0,6,0,0,0,0
lehrer innen,16,3,0,13,0,0,0,0
journalist innen,16,7,0,9,0,0,0,0
berlin stadt,16,3,1,7,3,2,0,0
öffentlich hand,16,8,1,3,2,0,2,0
100 jahr,16,7,0,6,2,1,0,0
danken lieb,16,9,0,5,1,0,1,0
ich grün,16,0,0,15,1,0,0,0
ich dran,16,9,0,4,2,1,0,0
blockadehaltung aufgeben,15,0,0,0,15,0,0,0
jahr ich,15,4,1,4,2,2,1,1
sozial ökologische,15,5,0,10,0,0,0,0
da mal,15,9,0,1,2,1,1,1
letzte woche,15,7,1,3,1,2,1,0
andrea wild,15,0,0,0,0,0,0,15
im gegensatz,15,3,3,7,1,1,0,0
nutzen signal,15,15,0,0,0,0,0,0
ich versuchen,15,5,1,7,0,1,1,0
ich kommen,15,5,3,3,3,1,0,0
ja klaren,15,8,0,2,0,1,4,0
gute idee,15,7,2,3,2,1,0,0
aktuellestunde berlin,15,15,0,0,0,0,0,0
50 000,15,9,2,3,0,0,0,1
aktuellestunde plenum,15,14,0,1,0,0,0,0
xxx nutzen,15,15,0,0,0,0,0,0
drücken daumen,15,6,0,5,2,1,1,0
frag mal,15,7,1,6,1,0,0,0
mehr info,15,2,0,6,2,1,4,0
nächst wahlperiode,15,10,0,0,5,0,0,0
land bund,15,4,1,6,0,1,3,0
fragestunde plenum,15,15,0,0,0,0,0,0
punkt bringen,15,3,6,5,0,1,0,0
danken fürs,15,3,0,9,1,2,0,0
priorität plenum,15,15,0,0,0,0,0,0
bleiben dran,15,6,1,4,3,1,0,0
wahlkreis marzahn,15,9,6,0,0,0,0,0
sein klaren,15,2,7,1,1,3,1,0
und bitte,15,7,0,7,1,0,0,0
ich stellen,15,2,3,5,2,2,1,0
wird zeit,15,4,1,6,1,3,0,0
ich schön,15,2,1,5,3,2,2,0
zeigen deutlich,15,0,2,3,9,0,1,0
regierende bürgermeister,15,7,4,0,0,2,2,0
ich echt,15,7,2,4,2,0,0,0
cdu fragen,15,14,0,0,1,0,0,0
fake news,15,2,1,7,1,1,3,0
beschluss nachholen,15,0,0,0,15,0,0,0
facto gesundheit,15,0,0,0,15,0,0,0
gestern abend,15,3,3,3,2,2,2,0
mein sich,15,5,2,5,1,2,0,0
good news,15,5,0,8,2,0,0,0
deutschland brauchen,15,0,10,4,0,0,1,0
künstler innen,15,10,0,5,0,0,0,0
ich sag,15,3,3,7,2,0,0,0
riskieren blockadehaltung,15,0,0,0,15,0,0,0
lang de,15,0,0,0,15,0,0,0
pop bündnis,15,0,0,0,15,0,0,0
